Propriétaire du contact,Commercial,Représentant légale,Nom commercial,Numéro de téléphone,Adresse e-mail,ADRESSE,SECTEUR,METIER/Description,SIRET,IDCC,Note à moi même,Conclusion
galmar.commercial@disciplina.re,Brandon,,LA PLAINE PIECES AUTOS,262513450,,,PLAINE DES PALMITES,Conseil Vente,,,"Ne souhaite pas d""apprenti",Non définitif
galmar.commercial@disciplina.re,Brandon,,PIECE AUTO STE ROSE,262460217,,,Ste Rose,Conseil Vente,,,"Ne souhaite pas d""apprenti",Non définitif
galmar.commercial@disciplina.re,Brandon,, ,262948045,,,,Negociateur Technico Commercial,,,Me demande de rappeler a chaque appel,Ne repond pas le 27/01/2026
galmar.commercial@disciplina.re,Brandon,,TREND 440,692179215,,,,Conseil Vente,,,Ne recrute pas d'alternant,Ne veut pas d'alternant 27/01/2026
galmar.commercial@disciplina.re,Brandon,,URBAN STORE DUPARC,26 28 50 264,recrutement@groupesafa.com,,,Conseil Vente,,,"Vient d'ouvrir, ne recrute qu'a partir de l'année prochaine",A rappeler en janvier 28/01/2026
galmar.commercial@disciplina.re,Brandon,,CAPRICE DE FEMME,262502059,,,,Conseil Vente,,,Ne repond pas malgré plusieurs appel,Ne repond pas le 28/01/2026
galmar.commercial@disciplina.re,Brandon,,LOVE & CIE ,262201066,,,,Conseil Vente,,,Ne repiond pas malgré plusieurs appel,A reesayer danns la semaine
galmar.commercial@disciplina.re,Brandon,,LC WAIKIKI ,262912699,,,,Conseil Vente,,,Ne repond pas malgré plusieurs appel,Ligne téléphonique fermé le 11/02/2026
galmar.commercial@disciplina.re,Brandon,,AESIO MUTUELLE,262477876,camile.rando@aesio.fr,,,Negociateur Technico Commercial,,,A refelchir,Prise de contact 02/02/2026
galmar.commercial@disciplina.re,Brandon,,METRO SHOES ,262138714,,,,Conseil Vente,,,Ne prent pas d'apprenti,Ne repond pas le 2/2/2026
galmar.commercial@disciplina.re,Brandon,,SPORT ET LOISIR,262215346,,,,Conseil Vente,,,Ne prend pas d'apprenti,Ne repond pas2/2/2026
galmar.commercial@disciplina.re,Brandon,,VAPIANO,,,,,Responsable d'etablissement Marchande,52334891000036,,AB + MANDAT ENVOYE ,OUI
galmar.commercial@disciplina.re,Brandon,,PATISSERUE BURHANI,262144510,,,,Conseil Vente,,,Ne repond pas malgré plusieurs appel,"Non of,Oui le 18/03/2026"
galmar.commercial@disciplina.re,Brandon,,MAD COM,692504284,contact@madcom-design.com,,,Negociateur Technico Commercial,,,"Ne souhaite pas d""apprenti",Non pour l'instant le 2/2/2026
galmar.commercial@disciplina.re,Brandon,,LIFE CAR AGENCY,692151686,,,,Negociateur Technico Commercial,,,"Ne souhaite pas d""apprenti",Pas pour l'instant 2/2/2026
galmar.commercial@disciplina.re,Brandon,,GP LOCATION,692370380,infos@gplocation.fr,,,Negociateur Technico Commercial,,,Ne souhaite pas d'apprenti,Pas pour l'instant 2/2/2026
galmar.commercial@disciplina.re,Brandon,,AUTO ECOLE LES CHRYSALIDES,262937943,,,,Assistante de direction,,,Ne souhaite pas d'apprenti,Non définitif
galmar.commercial@disciplina.re,Brandon,,AUTO ECOLE SAUTRON IRENE,262468267,,,,Assistante de direction,,,Ne souhaite pas d'apprenti,Non définitif
galmar.commercial@disciplina.re,Brandon,,CABINET DE LA  MONTAGNE,262526573,,,,Assistante de direction,,,A déja un apprenti,Non définitif
galmar.commercial@disciplina.re,Brandon,,TECHNICS DEPANNAGE,262201301,,,,Assistante de direction,,,Ne repond pas malgré plusieurs appel,A reesayer dans plusieurs semaines
galmar.commercial@disciplina.re,Brandon,,ARTOCARPE ST DENIS,262215548,,,,Responsable d'etablissement Marchande,,,Ne souhaite pas d'apprenti,Non définitif
galmar.commercial@disciplina.re,Brandon,,Electi Box's,06 92 82 54 14,,14 RUE MICHEL HA-SAM 97400 SAINT-DENIS,ST DENIS,Negociateur technico commercial,91765611800010,,,pas attribué 
galmar.commercial@disciplina.re,Brandon,,KC SAINT BENOIT,02 62 40 80 54 / 02 62 53 20 94,,,,,80415745100027,,,rpd pas le 02/04/2026
galmar.commercial@disciplina.re,Brandon,,ORIGINE,262212354,,175 ALLEE DES TOPAZES 97400 SAINT-DENIS,,,52326540300023,,,rpd pas le 02/04/2026
galmar.commercial@disciplina.re,Brandon,,HOME SECRETS ST DENIS,692400855,,18 RUE CHARLES GOUNOD 97400 SAINT-DENIS,,,84160775700025,,,Ne recrute personne le 02/04/2026
galmar.commercial@disciplina.re,Brandon,,AU P'TI BONHEUR LA CHANCE,02 62 98 67 66,,CENTRE COMMERCIAL 61 B AVENUE DE LA REPUBLIQUE 97440 SAINT-ANDRE,,Conseil vente,88040404100035,,,NON DEFINITIF 02/04/2026
galmar.commercial@disciplina.re,Brandon,,CLIMA SERVICES,06 92 23 74 89,,ST FRANCOIS CHEMIN DE LA CONVALESCENCE 97400 SAINT-DENIS,,,45154505700015,,,
galmar.commercial@disciplina.re,Brandon,,MIA BELLA PIZZA,692313141,,,saint-andre,,,,,
galmar.commercial@disciplina.re,Brandon,,RAVATE DUPARC, 262 90 40 20,,131 RUE DU MARECHAL LECLERC 97400 SAINT-DENIS,Saint-Denis,,49248681600019,,,
galmar.commercial@disciplina.re,Brandon,,LEROY MERLIN,262 93 15 15,,43 RUE MICHEL ANGE,Sainte-Marie,,49248681600027,,,
galmar.commercial@disciplina.re,Brandon,,BELLEZZA BEAUTY,06 92 67 16 55,bellezza.beauty974@gmail.com,401 CHEMIN PENTE SASSY 97440 SAINT-ANDRE,Saint-Andre,,80497493900048,,,Non le 02/02/2026
galmar.commercial@disciplina.re,Brandon,,PETFOOD SMART ST ANDRE,262 692 57 95 80,,414 CHEMIN PENTE SASSY 97440 SAINT-ANDRE,Saint-Andre,,80497493900030,,,Non le 02/02/2026
galmar.commercial@disciplina.re,Brandon,,PETFOOD SMART ST DENIS,262 692 29 26 92,,"1 RUE DU MAINE
97490 SAINT-DENIS",Saint-Denis,,80497493900022,,,Non le 02/02/2026
galmar.commercial@disciplina.re,Brandon,,MESTISSES BOUTIK,262475982,,"BEAUSEJOUR
60 RUE POINTE ALLISARD
97438 SAINTE-MARIE",Sainte-Marie,,89063888500024,,,
galmar.commercial@disciplina.re,Brandon,,FRAGANCES & CO,02 62 56 14 56,,"LOCAL 2
56 B RUE VICTOR MAC-AULIFFE
97400 SAINT-DENIS",,,80206848600017,,,Ne veut pas 2/2/2026
galmar.commercial@disciplina.re,Brandon,,VISIO-TECH (UP POP-UP),02 62 52 29 56,,"TECHNOPOLE, 1 RUE EMILE HUGOT",Saint-Denis,,47911912500017,,,
galmar.commercial@disciplina.re,Brandon,,Enseigne.re,06 92 04 97 04,contact@enseigne.re,"19 CITE DE L OCEAN, 97400 SAINT-DENIS",Saint-Denis,,82278220700010,,"Intéréssé par l'alternance, accepte la colaboration",Ne repond pas le 3/2/2026
galmar.commercial@disciplina.re,Brandon,,I.S.C.L,06 92 07 56 64,"iscl.gestion@gmail.com
contact@agence-iscl.com",a,Sainte-Marie,,50233026900023,,"Intéréssé par l'alternance, accepte la colaboration",
galmar.commercial@disciplina.re,Brandon,,O'PTI PLUS,06 92 65 46 26,,12 ALLEE DES JUJUBES 97490 SAINT-DENIS,06 92 65 46 26,,,,,
galmar.commercial@disciplina.re,Brandon,,MOOD OCEAN INDIEN,262285687,,9 CHEMIN DE GRAND CANAL 97490 SAINT-DENIS,SAINT-DENIS,,,,,
galmar.commercial@disciplina.re,Brandon,,ETUDES ET MARKETING -OI, 02 62 28 51 51,,"IMMEUBLE RODRIGUES 2
7 RUE HENRI CORNU
97490 SAINT-DENIS",SAINT-DENIS,,44764963300032,,,"Pas intéréssé of, propose deja des formations le 10/03/2026"
galmar.commercial@disciplina.re,Brandon,,HASHTAG 360,06 92 07 95 40,hello@queen-solution.com,LE CARE COWORKING SAINTE CLOTILDE 1 ROUTE DE MOUFIA 97490 SAINT-DENIS,SAINT-DENIS,,88931885300013,,"Ner recrute pas d'apprenti pour le moment, pourrait changer d'avis dans quelques mois","Prise de contact envoyé par mail
Numero plus attribué le 25/03/2026"
galmar.commercial@disciplina.re,Brandon,,COURT - CIRCUIT, 02 62 52 32 17,,30 RUE DE PARIS 97400 SAINT-DENIS,SAINT-DENIS,,,,,
galmar.commercial@disciplina.re,Brandon,,AXE RESSOURCE CONSEIL st andre,02 62 66 67 56,,1ER ETAGE 293 RUE ANDROPOLIS 97440 SAINT-ANDRE,SAINT-ANDRE,,42978025700276,,,Ne repond pas
galmar.commercial@disciplina.re,Brandon,,AXE RESSOURCE CONSEIL st denis ,262 66 67 56,,"164 RUE MONTHYON
97400 SAINT-DENIS",SAINT-DENIS,,,,,Ne repond pas
galmar.commercial@disciplina.re,Brandon,,DIGITAL MEDIACOM, 06 92 87 66 78,,"SAINTE-CLOTILDE
216 CHEMIN DUFOURG LES BAS
97490 SAINT-DENIS",SAINT-DENIS,,78941361400031,,,Ne repond pas
galmar.commercial@disciplina.re,Brandon,, NOUVELLE REGIE NUMERIQUE, 02 62 80 11 11,,LOCAL 6 67 RUE DU GENERAL DE GAULLE 97400 SAINT-DENIS, SAINT-DENIS,,78929366900048,,,Ne repond pas
galmar.commercial@disciplina.re,Brandon,,DOMAINE DE LA PISCINE,02 62 30 55 05,,PLACE DU BARACHOIS 9 BOULEVARD GABRIEL MACE 97400 SAINT-DENIS,SAINT-DENIS,,79346788700014,,,
galmar.commercial@disciplina.re,Brandon,,L'ESKAL GOURMAN,02 62 51 67 79,,224 RUE DE LA REPUBLIQUE 97431 LA PLAINE-DES-PALMISTES,PLAINE DES PALMISTES,,53855828900012,,,Ne repond pas
galmar.commercial@disciplina.re,Brandon,,MEZZO DI PASTA,692 62 48 15,,"34 RUE DU MARECHAL LECLERC
97400 SAINT-DENIS",SAINT-DENIS,,82797610100010,,,Non
galmar.commercial@disciplina.re,Brandon,,REUNION PATES FRAICHES,,,"LOT NUMERO 14 - 6/7 PAE LA MARE
PARC D’ACTIVITE DE LA MARE
97438 SAINTE-MARIE",,,79490472200020,,,
galmar.commercial@disciplina.re,Brandon,,O PLAISIR GOURMAND,692571772,,LOCAL C6 NIVEAU 0 60 POINTE ALLISARD 97438 SAINTE-MARIE,,,92486041400011,,,Ne repond pas le 25/03/2026
galmar.commercial@disciplina.re,Brandon,,MOOD OCEAN INDIEN, 02 62 28 56 87,,9 CHEMIN DE GRAND CANAL 97490 SAINT-DENIS,SAINT-DENIS,,79138660000039,,,
galmar.commercial@disciplina.re,Brandon,,L'Olive Bleue Cafe,02 62 28 97 96,,12 B RUE GEORGES POMPIDOU 97470 SAINT-BENOIT,SAINT-BENOIT,,90455299900016,,,
galmar.commercial@disciplina.re,Brandon,,GOULAM MULA,0262 21 02 27,,91 RUE JEAN CHATEL 97400 SAINT-DENIS, SAINT-DENIS,,33162106000010,,,
galmar.commercial@disciplina.re,Brandon,,THE OTHERS AGENCY,,,"RES. ARCADINE BAT. A APPT 26
34 AVENUE DU PAPE JEAN-PAUL II
97400 SAINT-DENIS",,,,,,
galmar.commercial@disciplina.re,Brandon,,WINADI HAIR STYLE ,693514515,winadi.hair.style@gmail.com ,113 RUE JULES AUBERT 97400 ST DENIS ,SAINT-DENIS,,79327240200025,,recherche un profil CC passionnée par les ongles,OUI
galmar.commercial@disciplina.re,Brandon,,LABOURDONNAIS,262583551,,,,,,,,
galmar.commercial@disciplina.re,Brandon,,FORTE ET JOLIE,02 62 72 20 51,tjsaintandre@gmail.com   sitaraalitay@yahoo.fr,235 RUE ANDROPOLIS 97440 SAINT-ANDRE,SAINT-ANDRE,,83476926700081,,Recherche un apprenti en cc,Prise de contact envoyé le 20/01/2026
galmar.commercial@disciplina.re,Brandon,,OLA ST ANDRE,262206972,,BRAS DES CHEVRETTES 97440 SAINT-ANDRE, SAINT-ANDRE,,,,,
galmar.commercial@disciplina.re,Brandon,,TOTAL STE SUZANNE, 262 52 08 58,stationbocagerds@gmail.com,140 AVENUE PIERRE MENDES FRANCE 97441 SAINTE-SUZANNE,SAINTE-SUZANNE,,78006040600219,,Accepte l'apprentissage,OUI
galmar.commercial@disciplina.re,Brandon,,VITO ST ANDRE,262581849,,SAINT ANDRE 295 AVENUE DE LA REPUBLIQUE 97440 ,Saint-Andre,,53900406900024,,,Ne repond pas le 01/04/2026
galmar.commercial@disciplina.re,Brandon,,f,262585752,,RAVINE CREUSE 2 CHEMIN COUR DE L'USINE 97440 SAINT-ANDRE,SAINT-ANDRE,,40510122100019,,,
galmar.commercial@disciplina.re,Brandon,,BUREAU VALLEE ST ANDRE,262989900,s.blainville@bureau-vallee.re,13 ZONE DE LA COCOTERAIE 97440 SAINT-ANDRE,,,53084114700016,,Intéréssé par l'of,Prise de contact envoyé par maile le 20/01/2026
galmar.commercial@disciplina.re,Brandon,,CLUBMAN,02 62 37 14 14,,102 RUE DU MARECHAL LECLERC 97400 SAINT-DENIS,SAINT-DENIS,,47816154000032,,,Le patron me rappele des qu'il peut le 3/2/2026
galmar.commercial@disciplina.re,Brandon,,ERIC'S cuisine,692055505,,"QUARTIER FRANCAIS, 85 AVENUE MAHATMA GANDHI, 97441 SAINTE-SUZANNE",SAINT-SUZANNE,,82891553800023,,,Ne repond pas le 3/2/2026
galmar.commercial@disciplina.re,Brandon,,SOS SINIMALE OMNI SERVICES,692752734,,CAMBUSTON 223 CHEMIN ETANG 97440 SAINT-ANDRE,SAINT-ANDRE,,80138089000013,,,Pas attribué
galmar.commercial@disciplina.re,Brandon,,LE JARDIN DE KIM,692309712,,"CAMBUSTON
16 RUELLE DES ORCHIDEES
97440 SAINT-ANDRE",SAINT-ANDRE,,89142345100014,,,rpd pas le 3/2/2026
galmar.commercial@disciplina.re,Brandon,,BAYA STE SUZANNE,262523981,,33 CHEMIN DU CAMP DES EVIS 97441 SAINTE-SUZANNE, SAINTE-SUZANNE,,93166863600018,,,A rappeler quand le responsable est la le 3/2/2026
galmar.commercial@disciplina.re,Brandon,,JULES STE SUANNE,262 262 26 72 21,,"LOCAL 12 CTRE CCIAL CARREFOUR
QUARTIER FRANCAIS
97441 SAINTE-SUZANNE",SAINTE-SUZANNE,,38799424700196,,,
galmar.commercial@disciplina.re,Brandon,,DESIGN INDUSTRIEL MARCILLE,693481838,,"Rue De La Digue, Sainte-Suzanne 97441, La Réunion",SAINTE-SUZANNE,,39886292000020,,,
galmar.commercial@disciplina.re,Brandon,,FERME ET JARDIN, 262 29 19 56,wendy.lacaille@sicalait.fr,87 AVENUE STANISLAS GIMART 97490 SAINT-DENIS,SAINT-DENIS,,32300630400063,,Veut bien essayer l'apprentissage,OUI
galmar.commercial@disciplina.re,Brandon,,ELECTRIC PLUS REUNION, +262 262 25 99 99,,"ZAC CHEMIN FINETTE SAINTE CLOTILDE
2 RUE DES VAVANGUES
97490 SAINT-DENIS",SAINT-DENIS,,93269792300039,,,
galmar.commercial@disciplina.re,Brandon,,BEBE 9,262299012,gescom.sefra@gmail.com,STE CLOTILDE 24 RUE LOUIS JESSU DIT TI TING 97490 SAINT-DENIS,SAINT-DENIS,,91073847500011,,,OUI
galmar.commercial@disciplina.re,Brandon,,FREE CENTER ST DENIS,0692 36 87 00,,131 RUE JULES AUBER 97400 SAINT-DENIS,SAINT-DENIS,,33754269000025,,,ne repond pas
galmar.commercial@disciplina.re,Brandon,,DISCOUNT By ICK,693124653,,"9009 HLM COEUR DE VILLE, ROUTE NATIONALE 2",Sainte-Marie,,,,,"Ne veut pas d'apprenti,non définitif"
galmar.commercial@disciplina.re,Brandon,,REPAR MOBILE STE MARIE,262850500,,ENTRE COMMERCIAL LECLERC 14 RUE DU GENERAL DE GAULLE 97438 SAINTE-MARIE,,,84318941600046,,Pourrais etre intéréssé,Ne repond pas le 10/03/2026
galmar.commercial@disciplina.re,Brandon,,COURT - CIRCUIT,02 62 52 32 17,,30 RUE DE PARIS 97400 SAINT-DENIS,,,47905461100021,,,
galmar.commercial@disciplina.re,Brandon,,CHANGER D'AIR,06 92 56 54 30,,"ZA FOUCHEROLLES SAINTE CLOTILDE
14 RUE DE LA GUADELOUPE
97400 SAINT-DENIS",,,80796491100026,,Structure trop petite,Non définitif
galmar.commercial@disciplina.re,Brandon,,Marketing Management IO SAS, 02 62 23 07 99,,25 rue butor 97400 saint denis ,,,81437264500030,,,
galmar.commercial@disciplina.re,Brandon,,DIGITAL MEDIACOM, 06 92 87 66 78,,SAINTE-CLOTILDE 216 CHEMIN DUFOURG LES BAS 97490 SAINT-DENIS,,,78941361400031,,,
galmar.commercial@disciplina.re,Brandon,,RED SAMOURAI,02 62 72 21 80,,18 RUE RONTAUNAY 97400 SAINT-DENIS,,,82022291700016,,,Ne repond pas
galmar.commercial@disciplina.re,Brandon,,AB CONSULTANTS,02 62 28 18 40,cabinet@abconsultants.re,"IMM THALES A 2EME ETAGE ZAC TRIANGLE
5 CHEMIN DE GRAND CANAL
97490 SAINT-DENIS",,,49964222100042,,Veut consulet le catalogie par mail,Prise de contact envoyé par mail le 3/2/2026
galmar.commercial@disciplina.re,Brandon,,DADA BURGER,0693 615 301,adiagne@dadaburger.fr,"59 RUE DU GENERAL DE GAULLE
97400 SAINT-DENIS",,,93532702300013,,Est déja au complet,"A des immersions, me rappelle dans 2 semaine le 20/01/2026 OUI LE 21/01/2026"
galmar.commercial@disciplina.re,Brandon,,LIANAZ CONSEIL, 02 62 37 75 21,,"PONT PAYET
325 ROUTE NATIONALE 3
97470 SAINT-BENOIT",SAINT-BENOIT,,52517899200026,,,Ne repond pas le 3/2/2016
galmar.commercial@disciplina.re,Brandon,,AUTO ECOLE NARASSAPANAIK,262526134,,,,,32910772600153,,Veut voir les cv par mail pouir voir si il recrute ou pas, 
galmar.commercial@disciplina.re,Brandon,,AFFICHAGE CGL,02 62 30 40 51,clg.reunion@wanadoo.fr,"LA MARE I BIS
34 RUE COCO ROBERT
97438 SAINTE-MARIE",SAINTE-MARIE,,32910772600153,,Ne recrute pas d'apprenti,Non définitif 20/01/2026
galmar.commercial@disciplina.re,Brandon,,SCALE IT UP,06 92 03 18 43,,"12 RUE ALAIN SAVARY
97470 SAINT-BENOIT",,,90093049600014,,,Ne repond pas le 20/01/2016
galmar.commercial@disciplina.re,Brandon,,REUNIVERS, 06 92 01 20 28,,107 RUE CHOLET 97440 SAINT-ANDRE,,,79500704600027,,Ne recrute pas d'apprenti,Non définitif
galmar.commercial@disciplina.re,Brandon,,BUSINESS CORPORATION,,contact@business-avengers.com,,,,,,Veut consulter le catalogue par mail,Prise de contact envoyé par mail
galmar.commercial@disciplina.re,Brandon,,C2O, 06 92 35 68 28,,"4 CHEMIN MACASSIS
97400 SAINT-DENIS",SAINT-DENIS,,75041984800023,,,ne repond pas
galmar.commercial@disciplina.re,Brandon,,Callista,02 62 41 62 37,,58 RUE DU GENERAL DE GAULLE 97400 SAINT-DENIS,SAINT-DENIS,,90248931900019,,,Ne repond pas le 20/01/2016
galmar.commercial@disciplina.re,Brandon,,ALJOME PROD,06 93 32 28 76,,la Montagne 83 chem Grande Chaloupe 97417 Saint Denis,,,88991639100010,,,ne veut pas d'apprenti le 20/01/2026
galmar.commercial@disciplina.re,Brandon,,CAE2R, 06 93 70 63 63,sonnycae2r@gmail.com,APT 10 RESIDENCE DAMASKIN BAT A 95 AVENUE LECONTE DE LISLE 97490 SAINT-DENIS,SAINT-DENIS,,82102947700014,,"Est intéréssé,mais est un peu débordé pour le moment donc revient vers moi dès que possible",POTENTIEL OUI LE 20/01/2026
galmar.commercial@disciplina.re,Brandon,,DD SERVICES,02 62 28 01 45,,13 A AVENUE EUDOXIE NONGE 97490 SAINT-DENIS,SAINT-DENIS,,81133172700016,,,Fermé définitivement
galmar.commercial@disciplina.re,Brandon,,RUN CONSEIL,06 92 69 58 35,,"30 RUE DE LA COMPAGNIE, 97400 SAINT-DENIS",SAINT-DENIS,,,,,Ne repond pas le 20/01/2016
galmar.commercial@disciplina.re,Brandon,,QR GAME,06 93 94 47 48,,"IMM RODRIGUE II TECHNOPOLE REUNION, 7 RUE HENRI CORNU, 97490 SAINT-DENIS",SAINT-DENIS,,90291982800019,,,Ne repond pas le 20/01/2016
galmar.commercial@disciplina.re,Brandon,,Celesta Conseil, 06 93 40 16 19,,Les Coquelicots 1 N 11 Ste Cloti 9 chemin Finette 97490 Saint Denis , Saint Denis ,,84803142300025,,,Fermé définitivement
galmar.commercial@disciplina.re,Brandon,,ENGEN ST BENOIT,262472468,jmpouidi974@gmail.com,BRAS FUSIL ROUTE NATIONALE 3 97470 SAINT-BENOIT,SAINT-BENOIT,,31355372900341,,complet,"au complet pour l'instant,à rappeler dans 9 mois"
galmar.commercial@disciplina.re,Brandon,,ENGEN ST ANDRE,692641618,moustapha.mamodaly@wanadoo.fr,RN1 306 AVENUE DE BOURBON 97440 SAINT-ANDRE,SAINT-ANDRE,,31355372900226,,,"Au complet,prise de contact le 23/03/2026"
galmar.commercial@disciplina.re,Brandon,,DES HABITS & MOI,0692 88 00 62,,"40 RUE FELIX GUYON, 97400 SAINT-DENIS",SAINT-DENIS,,83802714200010,,,Ne veut pas d'apprenti
galmar.commercial@disciplina.re,Brandon,,ATELIER GLACE,262 87 05 63,,"BP 74 COMMERCE 2 LE CRYSTEL 2
313 AVENUE DE LA REPUBLIQUE
97440 SAINT-ANDRE",SAINT-ANDRE,,84480133200025,,,Ne repond pas le 09/04/2026
galmar.commercial@disciplina.re,Brandon,,VITO ST BENOIT,262502922,,"BEAULIEU
CENTRE COMMERCIAL
97437 SAINT-BENOIT",SAINT-BENOIT,,31083719000530,,Complet pour l'année qui suit,Non 
galmar.commercial@disciplina.re,Brandon,,T PASSION AUTO,692638996,tpassionauto@gmail.com,"LA MARE, 50 RUELLE DES OEILLETS",sainte marie,Negociateur Technico Commercial,88132303400010,,Accepte le partenariat,OUI
galmar.commercial@disciplina.re,Brandon,,Farah Boutique,,,,,,,,Numero incorrect,"Numéro incorrect,visite entreprise prévu "
galmar.commercial@disciplina.re,,,Maison 123, 02 62 87 01 23,,,,,,,,
galmar.commercial@disciplina.re,Brandon,,La grande récrée ST ANDRE,262523972,lgrstandre@luca.re,LOT N 3 ZAC ANDROPOLIS CHEMIN LEFAGUYES,,,49036016100056,,Veut qu'on se voir sur place,Complet pour le moment 16/01/2026
galmar.commercial@disciplina.re,Brandon,,HT974, 06 92 50 89 81,slky@hotmail.fr,Ste Clotilde 10 rue Pierre de Coubertin 97490 Saint Denis, Saint Denis,,82882209800012,,,ne repond pas le 16/01/2026
galmar.commercial@disciplina.re,Brandon,,Carrelage  de Cambaie,,,32 rue Gén de Gaulle 97438 Sainte Marie,sainte marie ,,,,Ne veut pas d'apprenti,Non définitif
galmar.commercial@disciplina.re,Brandon,,AF Auto Tuning,02 62 53 89 52,,33 rue Montée des Veuves 97438 Sainte Marie,sainte marie ,,80485392700015,,,Ne repond pas le 26/01/2026
galmar.commercial@disciplina.re,Brandon,,DEVRED,693943197,,CENTRE COMMERCIAL STE MARIE DUPARC 32 RUE MICHEL ANGE ,,,,,,ne repond pas
galmar.commercial@disciplina.re,Brandon,,LA GRANDE RECRE Ste clotilde,02 62 463303,lgrstdenis@luca.re,ZI DU CHAUDRON 20 RUE GABRIEL DE KERVEGUEN ,STE MARIE,,,,,AU COMPLET LE 18/02/2026
galmar.commercial@disciplina.re,Brandon,,LV RUN,262830092,lvrunest@gmail.com,	21 RUE GABRIEL DE KERVEGUEN,st denis,,84241951700011,,,ne recrute pas le 26/01/2026
galmar.commercial@disciplina.re,Brandon,,Mam'zelle pizza,692 29 77 26,guerin-courant.raika@orange.fr,"	RDC - BAT. B - COUR KERVEGUEN - SAINTE, 20 RUE LISLET GEOFFROY",,,90190012600011,,veut recevoir le catalogue,oui le 26/01/2026
